"","variable","activity_name","subject_id","value"
"7062","tBodyAccMag-mean()","WALKING_UPSTAIRS",15,-0.000971394711666667
"7063","tBodyAccMag-std()","WALKING_UPSTAIRS",15,-0.136552217494583
"7064","tGravityAccMag-mean()","WALKING_UPSTAIRS",15,-0.000971394711666667
"7065","tGravityAccMag-std()","WALKING_UPSTAIRS",15,-0.136552217494583
"7066","tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",15,-0.316050382083333
"7067","tBodyAccJerkMag-std()","WALKING_UPSTAIRS",15,-0.313363553125
"7068","tBodyGyroMag-mean()","WALKING_UPSTAIRS",15,-0.201217274
"7069","tBodyGyroMag-std()","WALKING_UPSTAIRS",15,-0.288429008639583
"7070","tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",15,-0.663637117708333
"7071","tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",15,-0.748954848541667
"7072","fBodyAcc-mean()-X","WALKING_UPSTAIRS",15,-0.0746328434375
"7073","fBodyAcc-mean()-Y","WALKING_UPSTAIRS",15,-0.1019354328
"7074","fBodyAcc-mean()-Z","WALKING_UPSTAIRS",15,-0.5395910825
"7075","fBodyAcc-std()-X","WALKING_UPSTAIRS",15,-0.00838243761666667
"7076","fBodyAcc-std()-Y","WALKING_UPSTAIRS",15,-0.0191328333041667
"7077","fBodyAcc-std()-Z","WALKING_UPSTAIRS",15,-0.349600353270833
"7078","fBodyAcc-meanFreq()-X","WALKING_UPSTAIRS",15,-0.505013560208333
"7079","fBodyAcc-meanFreq()-Y","WALKING_UPSTAIRS",15,-0.149770907839583
"7080","fBodyAcc-meanFreq()-Z","WALKING_UPSTAIRS",15,-0.250961613735417
"7081","fBodyAccJerk-mean()-X","WALKING_UPSTAIRS",15,-0.2370530733125
"7082","fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",15,-0.338102216666667
"7083","fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",15,-0.714554172708333
"7084","fBodyAccJerk-std()-X","WALKING_UPSTAIRS",15,-0.207231605488542
"7085","fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",15,-0.330391429583333
"7086","fBodyAccJerk-std()-Z","WALKING_UPSTAIRS",15,-0.783004506458333
"7087","fBodyAccJerk-meanFreq()-X","WALKING_UPSTAIRS",15,-0.439499582708333
"7088","fBodyAccJerk-meanFreq()-Y","WALKING_UPSTAIRS",15,-0.468496864166667
"7089","fBodyAccJerk-meanFreq()-Z","WALKING_UPSTAIRS",15,-0.313514801541667
"7090","fBodyGyro-mean()-X","WALKING_UPSTAIRS",15,-0.361096856875
"7091","fBodyGyro-mean()-Y","WALKING_UPSTAIRS",15,-0.517025245833333
"7092","fBodyGyro-mean()-Z","WALKING_UPSTAIRS",15,-0.485701745833333
"7093","fBodyGyro-std()-X","WALKING_UPSTAIRS",15,-0.4372253275
"7094","fBodyGyro-std()-Y","WALKING_UPSTAIRS",15,-0.243612269004167
"7095","fBodyGyro-std()-Z","WALKING_UPSTAIRS",15,-0.523744300833333
"7096","fBodyGyro-meanFreq()-X","WALKING_UPSTAIRS",15,-0.284366648060417
"7097","fBodyGyro-meanFreq()-Y","WALKING_UPSTAIRS",15,-0.4652097360625
"7098","fBodyGyro-meanFreq()-Z","WALKING_UPSTAIRS",15,-0.219122886220833
"7099","fBodyAccMag-mean()","WALKING_UPSTAIRS",15,-0.165242147958333
"7100","fBodyAccMag-std()","WALKING_UPSTAIRS",15,-0.255659340833333
"7101","fBodyAccMag-meanFreq()","WALKING_UPSTAIRS",15,-0.0383017813479167
"7102","fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",15,-0.261956679958333
"7103","fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",15,-0.391313399375
"7104","fBodyBodyAccJerkMag-meanFreq()","WALKING_UPSTAIRS",15,0.10096009774375
"7105","fBodyBodyGyroMag-mean()","WALKING_UPSTAIRS",15,-0.45369356625
"7106","fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",15,-0.308585869854167
"7107","fBodyBodyGyroMag-meanFreq()","WALKING_UPSTAIRS",15,-0.291977707054167
"7108","fBodyBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",15,-0.731422357916667
"7109","fBodyBodyGyroJerkMag-std()","WALKING_UPSTAIRS",15,-0.793104483333333
"7110","fBodyBodyGyroJerkMag-meanFreq()","WALKING_UPSTAIRS",15,0.144010749210625
"7111","tBodyAcc-mean()-X","LAYING",16,0.274227162571429
"7112","tBodyAcc-mean()-Y","LAYING",16,-0.0166103510562857
"7113","tBodyAcc-mean()-Z","LAYING",16,-0.107310493242857
"7114","tBodyAcc-std()-X","LAYING",16,-0.973691429428571
"7115","tBodyAcc-std()-Y","LAYING",16,-0.943061150285714
"7116","tBodyAcc-std()-Z","LAYING",16,-0.965490276285714
"7117","tGravityAcc-mean()-X","LAYING",16,-0.206783742242857
"7118","tGravityAcc-mean()-Y","LAYING",16,-0.0199270225714286
"7119","tGravityAcc-mean()-Z","LAYING",16,0.893884468571429
"7120","tGravityAcc-std()-X","LAYING",16,-0.963761977857143
"7121","tGravityAcc-std()-Y","LAYING",16,-0.966087103857143
"7122","tGravityAcc-std()-Z","LAYING",16,-0.967886002
"7123","tBodyAccJerk-mean()-X","LAYING",16,0.0783960268571429
"7124","tBodyAccJerk-mean()-Y","LAYING",16,0.0132805054325714
"7125","tBodyAccJerk-mean()-Z","LAYING",16,-0.00154105089764286
"7126","tBodyAccJerk-std()-X","LAYING",16,-0.988416723857143
"7127","tBodyAccJerk-std()-Y","LAYING",16,-0.984867286857143
"7128","tBodyAccJerk-std()-Z","LAYING",16,-0.987644127
"7129","tBodyGyro-mean()-X","LAYING",16,-0.0161545406857143
"7130","tBodyGyro-mean()-Y","LAYING",16,-0.113675060885714
"7131","tBodyGyro-mean()-Z","LAYING",16,0.0966210349428571
"7132","tBodyGyro-std()-X","LAYING",16,-0.977010769857143
"7133","tBodyGyro-std()-Y","LAYING",16,-0.970747514
"7134","tBodyGyro-std()-Z","LAYING",16,-0.984781484857143
"7135","tBodyGyroJerk-mean()-X","LAYING",16,-0.1022095722
"7136","tBodyGyroJerk-mean()-Y","LAYING",16,-0.0347735325871429
"7137","tBodyGyroJerk-mean()-Z","LAYING",16,-0.0576790435142857
"7138","tBodyGyroJerk-std()-X","LAYING",16,-0.985835459428571
"7139","tBodyGyroJerk-std()-Y","LAYING",16,-0.989046576
"7140","tBodyGyroJerk-std()-Z","LAYING",16,-0.994465157714286
"7141","tBodyAccMag-mean()","LAYING",16,-0.961834634857143
"7142","tBodyAccMag-std()","LAYING",16,-0.957895927714286
"7143","tGravityAccMag-mean()","LAYING",16,-0.961834634857143
"7144","tGravityAccMag-std()","LAYING",16,-0.957895927714286
"7145","tBodyAccJerkMag-mean()","LAYING",16,-0.988349656571429
"7146","tBodyAccJerkMag-std()","LAYING",16,-0.987891003571429
"7147","tBodyGyroMag-mean()","LAYING",16,-0.951777099571429
"7148","tBodyGyroMag-std()","LAYING",16,-0.959020036285714
"7149","tBodyGyroJerkMag-mean()","LAYING",16,-0.990839526285714
"7150","tBodyGyroJerkMag-std()","LAYING",16,-0.988212425428571
"7151","fBodyAcc-mean()-X","LAYING",16,-0.980213187428571
"7152","fBodyAcc-mean()-Y","LAYING",16,-0.963635575142857
"7153","fBodyAcc-mean()-Z","LAYING",16,-0.974580069142857
"7154","fBodyAcc-std()-X","LAYING",16,-0.971409075142857
"7155","fBodyAcc-std()-Y","LAYING",16,-0.937083636714286
"7156","fBodyAcc-std()-Z","LAYING",16,-0.962524372714286
"7157","fBodyAcc-meanFreq()-X","LAYING",16,-0.34641362517
"7158","fBodyAcc-meanFreq()-Y","LAYING",16,-0.1830181401
"7159","fBodyAcc-meanFreq()-Z","LAYING",16,0.130679193077143
"7160","fBodyAccJerk-mean()-X","LAYING",16,-0.988580046285714
"7161","fBodyAccJerk-mean()-Y","LAYING",16,-0.984752927142857
"7162","fBodyAccJerk-mean()-Z","LAYING",16,-0.985544945285714
"7163","fBodyAccJerk-std()-X","LAYING",16,-0.989287359142857
"7164","fBodyAccJerk-std()-Y","LAYING",16,-0.986215013
"7165","fBodyAccJerk-std()-Z","LAYING",16,-0.988348904571429
"7166","fBodyAccJerk-meanFreq()-X","LAYING",16,0.06559671734
"7167","fBodyAccJerk-meanFreq()-Y","LAYING",16,-0.0185799188572857
"7168","fBodyAccJerk-meanFreq()-Z","LAYING",16,0.0652078600842857
"7169","fBodyGyro-mean()-X","LAYING",16,-0.975892407428571
"7170","fBodyGyro-mean()-Y","LAYING",16,-0.976092920571429
"7171","fBodyGyro-mean()-Z","LAYING",16,-0.985957788
"7172","fBodyGyro-std()-X","LAYING",16,-0.977509583571429
"7173","fBodyGyro-std()-Y","LAYING",16,-0.968135251857143
"7174","fBodyGyro-std()-Z","LAYING",16,-0.985730995857143
"7175","fBodyGyro-meanFreq()-X","LAYING",16,-0.125551597817143
"7176","fBodyGyro-meanFreq()-Y","LAYING",16,-0.2155078006
"7177","fBodyGyro-meanFreq()-Z","LAYING",16,0.100235755224429
"7178","fBodyAccMag-mean()","LAYING",16,-0.968020521285714
"7179","fBodyAccMag-std()","LAYING",16,-0.958111895857143
"7180","fBodyAccMag-meanFreq()","LAYING",16,-0.121302340485714
"7181","fBodyBodyAccJerkMag-mean()","LAYING",16,-0.987514525142857
"7182","fBodyBodyAccJerkMag-std()","LAYING",16,-0.98724716
"7183","fBodyBodyAccJerkMag-meanFreq()","LAYING",16,0.353266127962857
"7184","fBodyBodyGyroMag-mean()","LAYING",16,-0.970249638857143
"7185","fBodyBodyGyroMag-std()","LAYING",16,-0.958975084
"7186","fBodyBodyGyroMag-meanFreq()","LAYING",16,-0.124998552485714
"7187","fBodyBodyGyroJerkMag-mean()","LAYING",16,-0.988695277714286
"7188","fBodyBodyGyroJerkMag-std()","LAYING",16,-0.988058401142857
"7189","fBodyBodyGyroJerkMag-meanFreq()","LAYING",16,0.090987582813
"7190","tBodyAcc-mean()-X","SITTING",16,0.280768574492754
"7191","tBodyAcc-mean()-Y","SITTING",16,-0.0102497939956522
"7192","tBodyAcc-mean()-Z","SITTING",16,-0.0891404038405797
"7193","tBodyAcc-std()-X","SITTING",16,-0.986825605362319
"7194","tBodyAcc-std()-Y","SITTING",16,-0.951607872463768
"7195","tBodyAcc-std()-Z","SITTING",16,-0.939672247101449
"7196","tGravityAcc-mean()-X","SITTING",16,0.942457377971014
"7197","tGravityAcc-mean()-Y","SITTING",16,-0.086588253942029
"7198","tGravityAcc-mean()-Z","SITTING",16,0.0892682200463768
"7199","tGravityAcc-std()-X","SITTING",16,-0.980158243333333
"7200","tGravityAcc-std()-Y","SITTING",16,-0.968023206956522
"7201","tGravityAcc-std()-Z","SITTING",16,-0.945813561478261
"7202","tBodyAccJerk-mean()-X","SITTING",16,0.0734346720289855
"7203","tBodyAccJerk-mean()-Y","SITTING",16,0.00985642890855072
"7204","tBodyAccJerk-mean()-Z","SITTING",16,-0.0115030575052174
"7205","tBodyAccJerk-std()-X","SITTING",16,-0.990861134782609
"7206","tBodyAccJerk-std()-Y","SITTING",16,-0.981800970724638
"7207","tBodyAccJerk-std()-Z","SITTING",16,-0.983487212898551
"7208","tBodyGyro-mean()-X","SITTING",16,-0.0412014042275362
"7209","tBodyGyro-mean()-Y","SITTING",16,-0.0574525433043478
"7210","tBodyGyro-mean()-Z","SITTING",16,0.0795736310463768
"7211","tBodyGyro-std()-X","SITTING",16,-0.981037373333333
"7212","tBodyGyro-std()-Y","SITTING",16,-0.958336595507246
"7213","tBodyGyro-std()-Z","SITTING",16,-0.960287831304348
"7214","tBodyGyroJerk-mean()-X","SITTING",16,-0.0957204520289855
"7215","tBodyGyroJerk-mean()-Y","SITTING",16,-0.0450369280637681
"7216","tBodyGyroJerk-mean()-Z","SITTING",16,-0.0588371273536232
"7217","tBodyGyroJerk-std()-X","SITTING",16,-0.98958327942029
"7218","tBodyGyroJerk-std()-Y","SITTING",16,-0.990621793333333
"7219","tBodyGyroJerk-std()-Z","SITTING",16,-0.988364321449275
"7220","tBodyAccMag-mean()","SITTING",16,-0.961879680724638
"7221","tBodyAccMag-std()","SITTING",16,-0.941051236086957
"7222","tGravityAccMag-mean()","SITTING",16,-0.961879680724638
"7223","tGravityAccMag-std()","SITTING",16,-0.941051236086957
"7224","tBodyAccJerkMag-mean()","SITTING",16,-0.987472699130435
"7225","tBodyAccJerkMag-std()","SITTING",16,-0.983615334057971
"7226","tBodyGyroMag-mean()","SITTING",16,-0.946417382463768
"7227","tBodyGyroMag-std()","SITTING",16,-0.937942404637681
"7228","tBodyGyroJerkMag-mean()","SITTING",16,-0.992444606231884
"7229","tBodyGyroJerkMag-std()","SITTING",16,-0.988261252608696
"7230","fBodyAcc-mean()-X","SITTING",16,-0.987043828985507
"7231","fBodyAcc-mean()-Y","SITTING",16,-0.961456685507246
"7232","fBodyAcc-mean()-Z","SITTING",16,-0.959552230434783
"7233","fBodyAcc-std()-X","SITTING",16,-0.986892418405797
"7234","fBodyAcc-std()-Y","SITTING",16,-0.949829260434783
"7235","fBodyAcc-std()-Z","SITTING",16,-0.934652146521739
"7236","fBodyAcc-meanFreq()-X","SITTING",16,-0.00757859632753623
"7237","fBodyAcc-meanFreq()-Y","SITTING",16,0.149987934068116
"7238","fBodyAcc-meanFreq()-Z","SITTING",16,0.131560420550725
"7239","fBodyAccJerk-mean()-X","SITTING",16,-0.990964251304348
"7240","fBodyAccJerk-mean()-Y","SITTING",16,-0.981752167391304
"7241","fBodyAccJerk-mean()-Z","SITTING",16,-0.981178036811594
"7242","fBodyAccJerk-std()-X","SITTING",16,-0.991567867681159
"7243","fBodyAccJerk-std()-Y","SITTING",16,-0.983230774492754
"7244","fBodyAccJerk-std()-Z","SITTING",16,-0.984362469130435
"7245","fBodyAccJerk-meanFreq()-X","SITTING",16,0.203452532052174
"7246","fBodyAccJerk-meanFreq()-Y","SITTING",16,-0.027202812815942
"7247","fBodyAccJerk-meanFreq()-Z","SITTING",16,0.0110173707550725
"7248","fBodyGyro-mean()-X","SITTING",16,-0.978632856956522
"7249","fBodyGyro-mean()-Y","SITTING",16,-0.96679600173913
"7250","fBodyGyro-mean()-Z","SITTING",16,-0.960058264057971
"7251","fBodyGyro-std()-X","SITTING",16,-0.982057861449275
"7252","fBodyGyro-std()-Y","SITTING",16,-0.954343752463768
"7253","fBodyGyro-std()-Z","SITTING",16,-0.964270052318841
"7254","fBodyGyro-meanFreq()-X","SITTING",16,0.138693078721014
"7255","fBodyGyro-meanFreq()-Y","SITTING",16,-0.174805735936232
"7256","fBodyGyro-meanFreq()-Z","SITTING",16,0.207112798289855
"7257","fBodyAccMag-mean()","SITTING",16,-0.958335480724638
"7258","fBodyAccMag-std()","SITTING",16,-0.942588250115942
"7259","fBodyAccMag-meanFreq()","SITTING",16,0.240617264101449
"7260","fBodyBodyAccJerkMag-mean()","SITTING",16,-0.983968635942029
"7261","fBodyBodyAccJerkMag-std()","SITTING",16,-0.982190554782609
"7262","fBodyBodyAccJerkMag-meanFreq()","SITTING",16,0.320055144681159
"7263","fBodyBodyGyroMag-mean()","SITTING",16,-0.954060994347826
"7264","fBodyBodyGyroMag-std()","SITTING",16,-0.938863215072464
"7265","fBodyBodyGyroMag-meanFreq()","SITTING",16,0.000688060278260866
"7266","fBodyBodyGyroJerkMag-mean()","SITTING",16,-0.989363136376812
"7267","fBodyBodyGyroJerkMag-std()","SITTING",16,-0.987506348985507
"7268","fBodyBodyGyroJerkMag-meanFreq()","SITTING",16,0.232631765847826
"7269","tBodyAcc-mean()-X","STANDING",16,0.283497402948718
"7270","tBodyAcc-mean()-Y","STANDING",16,-0.0165999672935897
"7271","tBodyAcc-mean()-Z","STANDING",16,-0.103657729076923
"7272","tBodyAcc-std()-X","STANDING",16,-0.989076811794872
"7273","tBodyAcc-std()-Y","STANDING",16,-0.960298267692308
"7274","tBodyAcc-std()-Z","STANDING",16,-0.953468961666667
"7275","tGravityAcc-mean()-X","STANDING",16,0.941587749358974
"7276","tGravityAcc-mean()-Y","STANDING",16,-0.0578867045
"7277","tGravityAcc-mean()-Z","STANDING",16,-0.166737468166667
"7278","tGravityAcc-std()-X","STANDING",16,-0.985359689871795
"7279","tGravityAcc-std()-Y","STANDING",16,-0.980552435769231
"7280","tGravityAcc-std()-Z","STANDING",16,-0.959562830769231
"7281","tBodyAccJerk-mean()-X","STANDING",16,0.0736438905641026
"7282","tBodyAccJerk-mean()-Y","STANDING",16,0.0120767950358846
"7283","tBodyAccJerk-mean()-Z","STANDING",16,-0.00476310557910256
"7284","tBodyAccJerk-std()-X","STANDING",16,-0.991026497435897
"7285","tBodyAccJerk-std()-Y","STANDING",16,-0.98262195474359
"7286","tBodyAccJerk-std()-Z","STANDING",16,-0.988073825641026
"7287","tBodyGyro-mean()-X","STANDING",16,-0.0299337294166667
"7288","tBodyGyro-mean()-Y","STANDING",16,-0.068667733
"7289","tBodyGyro-mean()-Z","STANDING",16,0.0867342708846154
"7290","tBodyGyro-std()-X","STANDING",16,-0.973400107564103
"7291","tBodyGyro-std()-Y","STANDING",16,-0.980110277307692
"7292","tBodyGyro-std()-Z","STANDING",16,-0.982357006410256
"7293","tBodyGyroJerk-mean()-X","STANDING",16,-0.100107332602564
"7294","tBodyGyroJerk-mean()-Y","STANDING",16,-0.0424982241410256
"7295","tBodyGyroJerk-mean()-Z","STANDING",16,-0.0544335294410256
"7296","tBodyGyroJerk-std()-X","STANDING",16,-0.987102322692308
"7297","tBodyGyroJerk-std()-Y","STANDING",16,-0.992589441153846
"7298","tBodyGyroJerk-std()-Z","STANDING",16,-0.992698522948718
"7299","tBodyAccMag-mean()","STANDING",16,-0.969948825128205
"7300","tBodyAccMag-std()","STANDING",16,-0.95729449448718
"7301","tGravityAccMag-mean()","STANDING",16,-0.969948825128205
"7302","tGravityAccMag-std()","STANDING",16,-0.95729449448718
"7303","tBodyAccJerkMag-mean()","STANDING",16,-0.989205231794872
"7304","tBodyAccJerkMag-std()","STANDING",16,-0.986761550641026
"7305","tBodyGyroMag-mean()","STANDING",16,-0.972528178205128
"7306","tBodyGyroMag-std()","STANDING",16,-0.964105768461539
"7307","tBodyGyroJerkMag-mean()","STANDING",16,-0.992848576025641
"7308","tBodyGyroJerkMag-std()","STANDING",16,-0.990809427435897
"7309","fBodyAcc-mean()-X","STANDING",16,-0.989427670897436
"7310","fBodyAcc-mean()-Y","STANDING",16,-0.96931401525641
"7311","fBodyAcc-mean()-Z","STANDING",16,-0.969999504230769
"7312","fBodyAcc-std()-X","STANDING",16,-0.989100620641026
"7313","fBodyAcc-std()-Y","STANDING",16,-0.958174310128205
"7314","fBodyAcc-std()-Z","STANDING",16,-0.948540267051282
"7315","fBodyAcc-meanFreq()-X","STANDING",16,-0.0162371376025641
"7316","fBodyAcc-meanFreq()-Y","STANDING",16,0.0673569419466667
"7317","fBodyAcc-meanFreq()-Z","STANDING",16,0.0525158714
"7318","fBodyAccJerk-mean()-X","STANDING",16,-0.991038638974359
"7319","fBodyAccJerk-mean()-Y","STANDING",16,-0.982425403974359
"7320","fBodyAccJerk-mean()-Z","STANDING",16,-0.986091891538462
"7321","fBodyAccJerk-std()-X","STANDING",16,-0.991847149615385
"7322","fBodyAccJerk-std()-Y","STANDING",16,-0.984236462179487
"7323","fBodyAccJerk-std()-Z","STANDING",16,-0.98865796025641
"7324","fBodyAccJerk-meanFreq()-X","STANDING",16,0.267452462051282
"7325","fBodyAccJerk-meanFreq()-Y","STANDING",16,-0.0110757034462821
"7326","fBodyAccJerk-meanFreq()-Z","STANDING",16,-0.00527777880897436
"7327","fBodyGyro-mean()-X","STANDING",16,-0.973157351666667
"7328","fBodyGyro-mean()-Y","STANDING",16,-0.983594244615385
"7329","fBodyGyro-mean()-Z","STANDING",16,-0.98363927
"7330","fBodyGyro-std()-X","STANDING",16,-0.973926885
"7331","fBodyGyro-std()-Y","STANDING",16,-0.978402418717949
"7332","fBodyGyro-std()-Z","STANDING",16,-0.983527402051282
"7333","fBodyGyro-meanFreq()-X","STANDING",16,-0.117570139566667
"7334","fBodyGyro-meanFreq()-Y","STANDING",16,-0.180188922417949
"7335","fBodyGyro-meanFreq()-Z","STANDING",16,0.00791532346153846
"7336","fBodyAccMag-mean()","STANDING",16,-0.971082558076923
"7337","fBodyAccMag-std()","STANDING",16,-0.957173571923077
"7338","fBodyAccMag-meanFreq()","STANDING",16,0.0924921398371795
"7339","fBodyBodyAccJerkMag-mean()","STANDING",16,-0.986502687948718
"7340","fBodyBodyAccJerkMag-std()","STANDING",16,-0.985912716923077
"7341","fBodyBodyAccJerkMag-meanFreq()","STANDING",16,0.344673907153846
"7342","fBodyBodyGyroMag-mean()","STANDING",16,-0.975448632179487
"7343","fBodyBodyGyroMag-std()","STANDING",16,-0.963574736025641
"7344","fBodyBodyGyroMag-meanFreq()","STANDING",16,-0.0835937870487179
"7345","fBodyBodyGyroJerkMag-mean()","STANDING",16,-0.99117243
"7346","fBodyBodyGyroJerkMag-std()","STANDING",16,-0.990672800769231
"7347","fBodyBodyGyroJerkMag-meanFreq()","STANDING",16,0.211078134223077
"7348","tBodyAcc-mean()-X","WALKING",16,0.276023564509804
"7349","tBodyAcc-mean()-Y","WALKING",16,-0.0204286929452941
"7350","tBodyAcc-mean()-Z","WALKING",16,-0.108804049803922
"7351","tBodyAcc-std()-X","WALKING",16,-0.404692523921569
"7352","tBodyAcc-std()-Y","WALKING",16,-0.314569762352941
"7353","tBodyAcc-std()-Z","WALKING",16,-0.159799790235294
"7354","tGravityAcc-mean()-X","WALKING",16,0.925981326078431
"7355","tGravityAcc-mean()-Y","WALKING",16,-0.0668246472745098
"7356","tGravityAcc-mean()-Z","WALKING",16,-0.217351194313725
"7357","tGravityAcc-std()-X","WALKING",16,-0.982469595490196
"7358","tGravityAcc-std()-Y","WALKING",16,-0.973784841960784
"7359","tGravityAcc-std()-Z","WALKING",16,-0.961387254313726
"7360","tBodyAccJerk-mean()-X","WALKING",16,0.0770223771764706
"7361","tBodyAccJerk-mean()-Y","WALKING",16,0.00968444678235294
"7362","tBodyAccJerk-mean()-Z","WALKING",16,0.00360803282352941
"7363","tBodyAccJerk-std()-X","WALKING",16,-0.396223738431373
"7364","tBodyAccJerk-std()-Y","WALKING",16,-0.425563858627451
"7365","tBodyAccJerk-std()-Z","WALKING",16,-0.44025821745098
"7366","tBodyGyro-mean()-X","WALKING",16,-0.0151721912792157
"7367","tBodyGyro-mean()-Y","WALKING",16,-0.0695955689607843
"7368","tBodyGyro-mean()-Z","WALKING",16,0.0818650735686274
"7369","tBodyGyro-std()-X","WALKING",16,-0.654171847058823
"7370","tBodyGyro-std()-Y","WALKING",16,-0.612593634117647
"7371","tBodyGyro-std()-Z","WALKING",16,-0.365489530588235
"7372","tBodyGyroJerk-mean()-X","WALKING",16,-0.110917348282353
"7373","tBodyGyroJerk-mean()-Y","WALKING",16,-0.0433876843176471
"7374","tBodyGyroJerk-mean()-Z","WALKING",16,-0.0532986670705882
"7375","tBodyGyroJerk-std()-X","WALKING",16,-0.675889722745098
"7376","tBodyGyroJerk-std()-Y","WALKING",16,-0.712237752941177
"7377","tBodyGyroJerk-std()-Z","WALKING",16,-0.571264779411765
"7378","tBodyAccMag-mean()","WALKING",16,-0.258766694117647
"7379","tBodyAccMag-std()","WALKING",16,-0.47180926745098
"7380","tGravityAccMag-mean()","WALKING",16,-0.258766694117647
"7381","tGravityAccMag-std()","WALKING",16,-0.47180926745098
"7382","tBodyAccJerkMag-mean()","WALKING",16,-0.363144483529412
"7383","tBodyAccJerkMag-std()","WALKING",16,-0.403386563921569
"7384","tBodyGyroMag-mean()","WALKING",16,-0.485931932745098
"7385","tBodyGyroMag-std()","WALKING",16,-0.665078404313725
"7386","tBodyGyroJerkMag-mean()","WALKING",16,-0.671541834117647
"7387","tBodyGyroJerkMag-std()","WALKING",16,-0.722808438431373
"7388","fBodyAcc-mean()-X","WALKING",16,-0.394790433529412
"7389","fBodyAcc-mean()-Y","WALKING",16,-0.321500667843137
"7390","fBodyAcc-mean()-Z","WALKING",16,-0.244363048235294
"7391","fBodyAcc-std()-X","WALKING",16,-0.409070488039216
"7392","fBodyAcc-std()-Y","WALKING",16,-0.354370678627451
"7393","fBodyAcc-std()-Z","WALKING",16,-0.180501317941176
"7394","fBodyAcc-meanFreq()-X","WALKING",16,-0.350681958176471
"7395","fBodyAcc-meanFreq()-Y","WALKING",16,-0.0270392028607843
"7396","fBodyAcc-meanFreq()-Z","WALKING",16,0.0309811083103922
"7397","fBodyAccJerk-mean()-X","WALKING",16,-0.44140618254902
"7398","fBodyAccJerk-mean()-Y","WALKING",16,-0.454270822156863
"7399","fBodyAccJerk-mean()-Z","WALKING",16,-0.422332394117647
"7400","fBodyAccJerk-std()-X","WALKING",16,-0.402884115098039
"7401","fBodyAccJerk-std()-Y","WALKING",16,-0.433612657843137
"7402","fBodyAccJerk-std()-Z","WALKING",16,-0.45663628254902
"7403","fBodyAccJerk-meanFreq()-X","WALKING",16,-0.330912145882353
"7404","fBodyAccJerk-meanFreq()-Y","WALKING",16,-0.396511933696078
"7405","fBodyAccJerk-meanFreq()-Z","WALKING",16,-0.453928997882353
"7406","fBodyGyro-mean()-X","WALKING",16,-0.59574648627451
"7407","fBodyGyro-mean()-Y","WALKING",16,-0.619731930392157
"7408","fBodyGyro-mean()-Z","WALKING",16,-0.432885310980392
"7409","fBodyGyro-std()-X","WALKING",16,-0.673741136862745
"7410","fBodyGyro-std()-Y","WALKING",16,-0.61194087745098
"7411","fBodyGyro-std()-Z","WALKING",16,-0.403219791372549
"7412","fBodyGyro-meanFreq()-X","WALKING",16,-0.184031594529412
"7413","fBodyGyro-meanFreq()-Y","WALKING",16,-0.0870475841176471
"7414","fBodyGyro-meanFreq()-Z","WALKING",16,-0.285078729888235
"7415","fBodyAccMag-mean()","WALKING",16,-0.410463241960784
"7416","fBodyAccMag-std()","WALKING",16,-0.592150985098039
"7417","fBodyAccMag-meanFreq()","WALKING",16,0.175600477686275
"7418","fBodyBodyAccJerkMag-mean()","WALKING",16,-0.378278490588235
"7419","fBodyBodyAccJerkMag-std()","WALKING",16,-0.441447754509804
"7420","fBodyBodyAccJerkMag-meanFreq()","WALKING",16,0.0921999142870588
"7421","fBodyBodyGyroMag-mean()","WALKING",16,-0.669228540784314
"7422","fBodyBodyGyroMag-std()","WALKING",16,-0.721137001568627
"7423","fBodyBodyGyroMag-meanFreq()","WALKING",16,0.179727428509804
"7424","fBodyBodyGyroJerkMag-mean()","WALKING",16,-0.72068229
"7425","fBodyBodyGyroJerkMag-std()","WALKING",16,-0.745726853921569
"7426","fBodyBodyGyroJerkMag-meanFreq()","WALKING",16,0.1076755658
"7427","tBodyAcc-mean()-X","WALKING_DOWNSTAIRS",16,0.295586802191489
"7428","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",16,-0.0183898583787234
"7429","tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",16,-0.119873705148936
"7430","tBodyAcc-std()-X","WALKING_DOWNSTAIRS",16,0.207251997929787
"7431","tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",16,-0.146993837655319
"7432","tBodyAcc-std()-Z","WALKING_DOWNSTAIRS",16,0.0114353944787234
"7433","tGravityAcc-mean()-X","WALKING_DOWNSTAIRS",16,0.917818427021277
"7434","tGravityAcc-mean()-Y","WALKING_DOWNSTAIRS",16,-0.0584832676382979
"7435","tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",16,-0.225382496382979
"7436","tGravityAcc-std()-X","WALKING_DOWNSTAIRS",16,-0.957785118085106
"7437","tGravityAcc-std()-Y","WALKING_DOWNSTAIRS",16,-0.955487793617021
